0.000000     61.000000
1.000000     57.671875
1.414214     54.187500
2.000000     47.953125
2.236068     45.085938
2.828427     38.625000
3.000000     37.015625
3.162278     35.335938
3.605551     31.347656
4.000000     28.828125
4.123106     27.664063
4.242641     26.828125
4.472136     25.289063
5.000000     22.158854
5.099020     21.566406
5.385165     19.890625
5.656854     18.632813
5.830952     17.695313
6.000000     16.796875
6.082763     16.375000
6.324555     15.275391
6.403124     15.076172
6.708204     13.857422
7.000000     12.949219
7.071068     12.627604
7.211103     12.193359
7.280110     11.960938
7.615773     11.058594
7.810250     10.578125
8.000000     10.042969
8.062258     10.009277
8.246211     9.535156
8.485281     8.998047
8.544004     8.998047
8.602325     8.908203
8.944272     8.338867
9.000000     8.033203
9.055385     7.990234
9.219544     7.812500
9.433981     7.596680
9.486833     7.406250
9.848858     6.986328
9.899495     6.960938
10.000000     6.720052
10.049876     6.607422
10.198039     6.419922
10.295630     6.482422
10.440307     6.205078
10.630146     6.180664
10.770330     5.914063
10.816654     5.960938
11.000000     5.589844
11.045361     5.600586
11.180340     5.524902
11.313708     5.511719
11.401754     5.393066
11.661904     5.266113
11.704700     5.135254
12.000000     4.804688
12.041595     4.909180
12.083046     4.916016
12.165525     4.812012
12.206556     4.978027
12.369317     4.610352
12.529964     4.623535
12.649111     4.468750
12.727922     4.571289
12.806248     4.622070
13.000000     4.274414
13.038405     4.321289
13.152946     4.177734
13.341664     4.067871
13.416408     4.145508
13.453624     4.258789
13.601471     4.107422
13.892444     4.001953
13.928388     3.886230
14.000000     3.827148
14.035669     3.814453
14.142136     3.838542
14.212670     3.908691
14.317821     3.745117
14.422205     3.774414
14.560220     3.652832
14.764823     3.600098
14.866069     3.588379
15.000000     3.528971
15.033296     3.451660
15.132746     3.415039
15.231546     3.437988
15.264338     3.437012
15.297059     3.426758
15.524175     3.372070
15.556349     3.370117
15.620499     3.353027
15.652476     3.324707
15.811388     3.314697
16.000000     3.140625
16.031220     3.187500
16.124515     3.206055
16.155494     3.222168
16.278821     3.152588
16.401219     3.126953
16.492423     3.076172
16.552945     3.118164
16.643317     3.089355
16.763055     3.036133
16.970563     2.943359
17.000000     3.006836
17.029386     2.941406
17.088007     3.022461
17.117243     2.965332
17.204651     2.901855
17.262677     2.915527
17.464249     2.879150
17.492856     2.877930
17.691806     2.805664
17.720045     2.849121
17.804494     2.803223
17.888544     2.863281
18.000000     2.763672
